Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
24103;W14103;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Fondantchocolade 50 g;Chocolat noir 50 g;Belgische pure chocolade met rietsuiker. Tenminste 48% cacao. 35 repen in een display.;Belgische melkchocolade met cacao van Ecookim uit Ivoorkust.;Chocolat belge noir au sucre de canne. Contient minimum 48% de cacao. 35 barres dans un coffret.;;0,85;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24103-600x600.jpg;Nee;Nee;Ivoorkust, Mauritius;soja;eieren, gluten, melk, noten;0,053;120;35;15;6%;rietsuiker*, cacaomassa*, cacaoboter*, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 48%;sucre de canne, pâte de cacao*, beurre de cacao*, émulsifiant: lécithine de SOJA - cacao: au moins 48%;2174;30,1;18,4;10,5;1,2;54;50,7;;3,3;7,1;5;0,006;730;50;g;€/kg 17,00;5,40016E+12;35;0,00;2016-12-31;2019-02-12
24117;W14117;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Witte chocolade 50 g;Chocolat blanc bio 50 g;Belgische biologische witte chocolade met fairtrade rietsuiker.;Belgische witte chocolade met cacao uit de Dominicaanse Republiek en Peru.;Chocolat blanc belge bio avec au sucre de canne fairtrade.;;0,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24117-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;melk;eieren, gluten, noten;0,053;120;35;15;6%;rietsuiker*°, cacaoboter*°, volleMELKpoeder°, vanille*° - cacaoboter: ten minste 31,5%;sucre de canne*°, beurre de cacao*°, LAIT entier en poudre°, vanille*° - contient au moins 31,5% beurre de cacao;2375;36,2;22,1;12,7;1,4;54,6;54,6;;;;6,3;0,24;365;50;g;€/kg 19,00;5,40016E+12;35;0,00;2016-12-31;2019-02-12
24218;W14218;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Fondantchocolade 72% cocoa;Chocolat noir bio 72% cacao;Deze reep is echt een feest voor de liefhebbers van de puurste chocolade: fondantchocolade met een hoog cacaogehalte.;Deze reep is echt een feestje voor liefhebbers van de puurste chocolade: fondantchocolade met een hoog cacaogehalte.;Cette barre est une délicatesse pour les admirateurs de chocolat pur: chocolat noir avec un pourcentage haut en cacao.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24218-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;/;melk, noten, soja;0,113;8;84;185;6%;cacaomassa*°, rietsuiker*°, cacaoboter*°, vanille*° - cacaobestanddelen: ten minste 72%;pâte de cacao*°, sucre de canne*°, beurre de cacao*°, vanille*° - contient au moins 72% de cacao;2371;43,5;26,3;15,4;1,8;31,6;26,4;;5,2;11,2;7,9;0,01;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24219;W14219;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Fondantchocolade met koffie;Chocolat noir café bio;Ideaal voor koffiefanaten: koffie en fondantchocolade blenden perfect in je mond. Pas op: verslavend …;Deze reep is echt een feestje voor liefhebbers van de puurste chocolade: fondantchocolade met een hoog cacaogehalte.;Parfait pour les amateurs de café: du café et du chocolat fondant se mélangent parfaitement dans ta bouche. Attention: addictif… !;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24219-600x600.jpg;Ja;Ja;DR Congo, Dominicaanse Republiek, Honduras, India, Madagaskar, Oeganda, Peru;/;melk, noten, soja;0,113;8;84;185;6%;cacaomassa*°, rietsuiker*°, cacaoboter*°, koffiebonen*° (2,5%), vanille*° - cacaobestanddelen: ten minste 72%;pâte de cacao*°, sucre de canne*°, beurre de cacao*°, pépites de café*° (2,5%), vanille*° - contient au moins 72% de cacao;2326;42,6;25,8;15;1,8;30,9;25,8;;5,1;10,9;8,1;0,01;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24220;W14220;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Fondantchocolade cacaonibs;Chocolat noir cacaonibs bio;Laat je verbazen door de pure smaak van deze fondantchocolade, aangevuld met stukjes geroosterde cacaoboon.;Laat je verbazen door de pure smaak van deze fondantchocolade, aangevuld met stukjes geroosterde cacaoboon.;Soyez surpris par le goût pur et intense de ce chocolat fondant avec des morceaux de cacao grillé.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24220-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;/;melk, noten, soja;0,113;8;84;185;6%;cacaomassa*°, rietsuiker*°, cacaoboter*°, stukjes cacaobonen*° (2%), vanille*° - cacaobestanddelen: ten minste 72%;pâte de cacao*°, sucre de canne*°, beurre de cacao*°, pépites de cacao*° (2%), vanille*° - contient au moins 72% de cacao;2350;43;26,1;16,9;;31,1;26;;5,1;11,6;8,1;0,011;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24230;W14230;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Melkchocolade;Chocolat au lait bio;Een klassieker van topniveau, om je vingers bij af te likken.;Een klassieker van topniveau, om je vingers bij af te likken.;Un goût classique de très haute qualité.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24230-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;melk;noten, soja;0,113;8;84;185;6%;rietsuiker*°, cacaoboter*°, MELKpoeder°, cacaomassa*°, vanille*° - cacaobestanddelen: ten minste 37%;sucre de canne*°, beurre de cacao*°, LAIT en poudre°, pâte de cacao*°, vanille*° - contient au moins 37% de cacao;2386;38,1;23,2;13,4;1,5;49,9;49,1;;0,8;1,8;6,7;0,205;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24231;W14231;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Melkchocolade kokosnoot;Chocolat au lait noix de coco bio;Waan je in de tropen dankzij de stukjes kokos. Die zorgen ook voor extra bite in deze romige chocoladereep.;Waan je in de tropen dankzij de stukjes kokos. Die zorgen ook voor extra bite in deze romige chocoladereep.;Imaginez-vous sous les tropiques grâce aux morceaux de noix de coco. Les pièces de coco donnent un extra 'crunch’ à cette barre très crèmeuse.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24231-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru, Sri Lanka;melk;noten, soja;0,113;8;84;185;6%;rietsuiker*°, cacaoboter*°, MELKpoeder°, cacaomassa*°, kokosschilfers*° (6%), vanille*° - cacaobestanddelen: ten minste 37%;sucre de canne*°, beurre de cacao*°, LAIT en poudre°, pâte de cacao*, noix de coco rapée*° (6%), vanille*° - ontient au moins 37% de cacao;2260;35,8;21,8;12,6;1,4;47,5;46,7;;0,8;1,7;6,7;0,195;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24232;W14232;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Melkchocolade amandel karamel;Chocolat aut lait bio avec amandes et caramel;Ultiem genieten met deze melkchocolade met gekarameliseerde amandelnoot. Dit duo smelt mooi samen op je tong.;Ultiem genieten met deze melkchocolade met gekarameliseerde amandelnoot. Dit duo smelt mooi samen op je tong.;Le plaisir ultime avec ce Chocolat au lait avec des amandes caramelisées. Ce duo fond parfaitement sur ta langue.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24232-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Oezbekistan, Peru;melk, noten;soja;0,113;8;84;185;6%;rietsuiker*°, cacaoboter*°, MELKpoeder°, cacaomassa*°, AMANDELEN*° (5%), vanille*° - cacaobestanddelen: ten minste 37%;sucre de canne*°, beurre de cacao*°, poudre de LAIT°, pâte de cacao*°, AMANDES*° (5%), vanille*° - contient au moins 37% de cacao;2265;35,3;21,5;12,4;1,4;48,5;47,8;;0,7;1,7;7,1;0,191;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24233;W14233;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Melkchocolade zout karamel;Chocolat au lait bio au sel et caramel;Een verbluffende combinatie van zout en zoet! Gewoonweg onweerstaanbaar.;Een verbluffende combinatie van zout en zoet.;Une combinaison surprenante de salé et sucré. Simplement irrésistible.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24233-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;melk;noten, soja;0,113;8;84;185;6%;rietsuiker*°, cacaoboter*°, MELKpoeder°, cacaomassa*°, zout (0,7%), vanille*° - cacaobestanddelen: ten minste 37%;sucre de canne*°, beurre de cacao*°, poudre de LAIT°, pâte de cacao*°, sel (0,7%), vanille*° - contient au moins 37% de cacao;2305;34,1;20,8;12;1,3;54,6;53,8;;0,8;1,6;6;0,8;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24240;W14240;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Witte chocolade amandel caramel;Chocolat blanc bio aux amandes caramélisées;Witte biochocolade met amandelen en caramel.;Witte biochocolade met amandelen en caramel.;Chocolat blanc bio aux amandes caramélisées.;;2,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24240-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Oezbekistan, Peru;melk, noten;soja;0,113;8;84;185;6%;rietsuiker*°, cacaoboter*°, MELKpoeder°, AMANDELEN*° (5%), vanillepoeder*° - cacaoboter: ten minste 31,5%;sucre de canne*°, beurre de cacao*°, LAIT en poudre°, AMANDES*° (5%), vanille en poudre*° - contient au moins 31,5% de beurre de cacao;2310;35,4;22,2;12;1,2;52;51,5;;0,5;0,5;6,6;0,21;480;100;g;€/kg 22,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24290;X14290;Ethiquable;"Snacks &amp; drinks>Chocolade";BIO Fondant 98% cacao;Chocolat pur bio 98% cacao;Biologische fondantchocolade met 98% cacao. Extra bittere chocolade voor liefhebbers van sterke sensaties en de pure cacaosmaak. Lekker om mee te koken!;Extra bittere chocolade voor liefhebbers van sterke sensaties en de pure cacaosmaak. Lekker om mee te koken!;Du chocolat amer pour les amateurs de sensations fortes et du goût pur. Idéal pour utilisation culinaire.;;3,35;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24290-600x600.jpg;Ja;Nee;Ecuador;/;gluten, melk, noten;0,112;8;93;191;6%;;;2560;53,7;32,2;;;12,9;1;;;14,4;13,9;;270;100;g;€/kg 33,50;5,42005E+12;20;0,00;2016-12-31;2019-02-12
24291;X14291;Ethiquable;"Snacks &amp; drinks>Chocolade";BIO Fondant 85% cacao;Chocolat pur bio 85% cacao;Deze grand cru cacao is afkomstig uit de Sambirano vallei in het Noordwesten van Madagascar.;Biologische fondantchocolade met 85% cacao.;Ce cacao grand cru est en provenance de la vallée Sambirano au nord ouest du Madagascar.;;3,35;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24291-600x600.jpg;Ja;Nee;Madagaskar;/;gluten, melk, noten;0,117;8;93;191;6%;;;2562;51,2;30,7;;;23,5;14,4;;;10,9;10,6;;270;100;g;€/kg 33,50;5,42005E+12;20;0,00;2016-12-31;2019-02-12
24300;W14300;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Melkchocolade 200 g;Chocolat au lait 200 g;Belgische melkchocolade met rietsuiker. Tenminste 30% cacao.;Belgische melkchocolade met cacao van Ecookim uit Ivoorkust.;Chocolat belge au lait au sucre de canne. Contient minimum 30% de cacao.;;2,80;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24300-600x600.jpg;Nee;Ja;Ivoorkust, Mauritius;melk, soja;eieren, gluten, noten;0,21;162;17;85;6%;rietsuiker*, volleMELKpoeder, cacaoboter*, cacaomassa*, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 32%, melkbestanddelen: ten minste 22,5%;sucre de canne*, LAIT entier en poudre, beurre de cacao*, pâte de cacao*, émulsifiant: lécithine de SOJA - cacao : au moins 32%, pourcentage de lait : au moins 22,5%;2275;33;20,3;11,4;1,3;53,8;53;;0,8;2,1;7,2;0,2;730;200;g;€/kg 14,00;5,40016E+12;15;0,00;2016-12-31;2019-02-12
24303;W14303;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Fondantchocolade 200 g;Chocolat noir 200 g;Belgische pure chocolade met rietsuiker. Tenminste 48% cacao.;Belgische pure chocolade met rietsuiker.;Chocolat belge noir au sucre de canne. Contient minimum 48% de cacao.;;2,80;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24303-600x600.jpg;Nee;Nee;Ivoorkust, Mauritius;soja;eieren, gluten, melk, noten;0,21;162;17;85;6%;rietsuiker*, cacaomassa*, cacaoboter*, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 48%;sucre de canne*, pâte de cacao*, beurre de cacao*, émulsifiant: lécithine de SOJA - cacao: au moins 48%;2174;30,1;18,4;10,5;1,2;54;50,7;;3,3;7,1;5;0,006;730;200;g;€/kg 14,00;5,40016E+12;15;0,00;2016-12-31;2019-02-12
24501;W14501;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Noussines;Noussines;Fijne melkchocolade met een hazelnootvulling. Het ideale geschenkje voor jezelf en om te delen.;Fijne melkchocolade met een hazelnootvulling. Het ideale geschenkje voor jezelf en om te delen.;Chocolat au lait avec une garniture aux noisettes. Le cadeau idéal pour vous et pour le partage.;;9,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24501-600x600.jpg;Nee;Ja;Costa Rica, Dominicaanse Republiek;gluten, melk, noten, soja;/;0,333;165;165;50;6%;chocolade (50%): fijne melkchocolade: rietsuiker*, cacaoboter*, MELKpoeder, cacaomassa*, MELKWEIpoeder, HAZELNOOTpasta, emulgator: SOJAlecithine, vanille-extract* - cacaobestanddelen: minimum 32% // vulling (50%): HAZELNOOTpasta (38%), suiker*, plantaardige vetten (palmolie, palmpitolie), krokante granen (maïs, rijst, suiker, TARWEkiemen, GERST, GERSTEMOUT, zout), magere cacaopoeder*, emulgator: SOJAlecithine, vanille extract;chocolat (50%): fin chocolat au lait: sucre de canne*, beurre de cacao*, LAIT en poudre, pâte de cacao*, LACTOSERUM en poudre, pâte de NOISETTES, émulsifiant: lécithine de SOJA, extrait de vanille* - cacao: minimum 32% // fourrage (50%): crème de NOISETTES (38%), sucre*, graisse végétale (huile de palme et de palmiste), céréales croustillantes (maïs, riz, sucre, germes de BLÉ, ORGE, MALT D'ORGE, sel), cacao maigre en poudre*, émulsifiant: lécithine de SOJA, extrait de vanille*;2453;40,3;18,8;19,9;1,6;47,5;43,1;;4,4;3,3;7,5;0,25;540;280;g;€/kg 33,75;5,40016E+12;6;0,00;2017-09-30;2019-02-12
24502;W14502;Oxfam Fair Trade;Ontbijt>Broodbeleg;Hagelslag;Granulés de chocolat au lait;"Fijne Belgische melkchocolade. Strooikorrels voor op de boterham, als decoratie op gebak &amp; op ijsdesserts.";Verfijnde Belgische melkchocoladestrooikorrels. Voor op de boterham, als decoratie op gebak en op ijsdesserts.;Granulés de fin chocolat belge pour les tartines ou comme décoration sur vos pâtisseries et glaces.;;2,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24502-600x600.jpg;Nee;Ja;;melk;/;0,22;80;45;133;6%;rietsuiker*, cacaoboter*, volle MELKpoeder, cacaomassa* - cacaobestanddelen: ten minste 28,3%;sucre de canne*, beurre de cacao*, poudre de LAIT entier, masse de cacao* - contient au moins 28,3% de cacao;2182;27,9;17,7;9,4;0,8;61,2;60,3;;0,9;2,2;5,4;0,14;555;200;g;€/kg 13,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
24525;W24525;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Fondantchocolade 5 g x 400;Chocolat noir bio 5 g x 400;BIO-chocolade carré in flow pack. Lekker voor bij de koffie. Cacaobestanddelen: minimum 60%.;BIO-chocolade carré voor bij de koffie. Cacaobestanddelen: minimum 60% pure chocolade.;Chocolat carré en flow pack. A servir comme friandise avec le café ou le thé. Contient au moins 60% de cacao.;;46,00;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/24525.jpg;Ja;Ja;;soja;eieren, gluten, melk, noten;2,35;288;188;132;6%;cacaomassa*°, rietsuiker*°, cacaoboter*°, magere cacaopoeder*°, emulgator: SOJAlecithine - cacaobestanddelen ten minste 60%;pâte de cacao*°, sucre de canne*°, beurre de cacao*°, cacao maigre en poudre*°, émulsifiant : lécithine de SOJA - contient au moins 60% de cacao;2229;36,7;23,1;12,5;1,1;40,6;37,9;;2,7;9,7;6,1;0,01;720;2000;g;€/kg 23,00;5,40016E+12;1;0,00;2016-12-31;2019-02-12
24529;W14529;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Gevulde chocoladepaaseitjes;Oeufs de Pâques fourrés bio;"16 gevulde biologische paaseitjes met 4 variëteiten: fondant, wit-praliné, melk en melk-praliné.

Elk eitje is 3,5 cm hoog en 2,5 cm breed.";16 gevulde biologische paaseitjes met 4 variëteiten: fondant, wit-praliné, melk en melk-praliné.;"16 oeufs de Pâques fourrés bio avec 4 variétés : pure, blanc praliné, lait et lait praliné.

Chaque oeuf a une hauteur de 3,5 cm et une largeur de 2,5 cm.";16 oeufs de Pâques fourrés bio avec 4 variétés : pure, blanc praliné, lait et lait praliné.;3,95;outofstock;https://www.oxfamfairtrade.be/wp-content/uploads/24529-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Peru;melk, noten;soja;0,17;45;85;175;6%;rietsuiker*°, cacaomassa*°, cacaoboter*°, volleMELKpoeder°, HAZELNOTEN°, vanille*° - cacaobestanddelen ten minste 46%, melkbestanddelen ten minste 13%;sucre de canne*°, pâte de cacao*°, beurre de cacao*°, LAIT en poudre entier°, NOISETTES°, vanille*° - cacao : au moins 46%, lait : au moins 13%;2356;38,5;21,9;14,8;1,8;45,5;43,6;;1,9;4,6;7,1;0,13;420;160;g;€/kg 24,69;5,40016E+12;10;0,00;2019-01-25;2019-02-12
24532;W14532;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";BIO Truffels;Truffes au chocolat bio;Truffels met een smeuïge hazelnootvulling. Met biochocolade uit Peru en de Dominicaanse Republiek, rietsuiker uit India, en vanille uit Madagaskar.;Truffels met een smeuïge hazelnootvulling. Met biochocolade uit Peru en de Dominicaanse Republiek, rietsuiker uit India, en vanille uit Madagaskar.;Des truffes bio avec une fourrage crémeuse de noisette. Avec chocolat du Peru et de la République Dominicaine, le sucre de canne de l'Inde et de la vanille de Madagascar.;;3,85;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/24532-600x600.jpg;Ja;Ja;Dominicaanse Republiek, India, Madagaskar, Oezbekistan, Peru;melk, noten;soja;0,107;50;83;150;6%;rietsuiker*°, HAZELNOTEN° (17%), cacaomassa*°, cacaoboter*°, volleMELKpoeder°, cacaopoeder*°, watervrij MELKvet°, glucosestroop°, water, vanille*°;sucre de canne*°, NOISETTES° (17%), masse de cacao*°, beurre de cacao*°, LAIT entier en poudre°, poudre de cacao*°, matière grasse LAITière anhydre°, sirop de glucose°, eau, vanille*°;2362;37,9;17;20;0,9;45,4;42,7;;2,7;7,8;7,4;0,06;270;100;g;€/kg 38,50;5,40016E+12;6;0,00;2016-12-31;2019-02-12
24631;W14631;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Chocoladeschaapjes 3 x 25 g;Moutons en chocolat 3 x 25 g;"2 bruine schaapjes en 1 witje. Geen zwart schaap.

Hoogte: 6 cm. Breedte: 4,5 cm.";2 bruine schaapjes en 1 witje. Geen zwart schaap.;"2 moutons en chocolat au lait et 1 mouton en chocolat blanc.

Chaque figure a une hauteur de 6 cm et une largeur de 4,5 cm.";2 moutons en chocolat au lait et 1 mouton en chocolat blanc.;2,50;outofstock;https://www.oxfamfairtrade.be/wp-content/uploads/24631-600x600.jpg;Nee;Ja;;melk, soja;gluten, noten;0,1;80;55;205;6%;rietsuiker*, cacaoboter*, volleMELKpoeder, cacaomassa*, WEIpoeder, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 36% (melk) of 29% (wit);;2343;34,8;21;13,8;;54,8;54,1;;0,7;1,1;6,1;0,26;365;75;g;€/kg 33,33;5,40016E+12;18;0,00;2019-01-25;2019-02-12
24634;W14634;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Paashaas melkchocolade 26 cm;Lièvre de Pâques chocolat au lait 26 cm;"Een grote olijke paashaas, volledig in melkchocolade.

Hoogte: 26 cm. Breedte: 7 cm.";Een grote olijke paashaas, volledig in melkchocolade.;"Un grand lièvre de Pâques en chocolat au lait.

Hauteur: 26 cm. Largeur: 7 cm.";Un grand lièvre de Pâques en chocolat au lait.;5,20;outofstock;https://www.oxfamfairtrade.be/wp-content/uploads/24634-600x600.jpg;Nee;Ja;;melk, soja;gluten, noten;0,23;60;150;330;6%;rietsuiker*, cacaoboter*, volleMELKpoeder, cacaomassa, WEIpoeder, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 36%;sucre de canne*, beurre de cacao*, poudre de LAIT entier, pâte de cacao, émulsifiant: lécithine de SOJA;2376;37,3;22,7;14,6;;50,7;49,7;;1;2,1;6,9;0,2;365;200;g;€/kg 26,00;5,40016E+12;6;0,00;2019-01-25;2019-02-12
24638;W14638;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Aapje in melkchocolade;Singe en chocolat au lait;Een guitig aapje in de beste melkchocolade.;Een guitig aapje in de beste melkchocolade.;Un petit singe du meilleur chocolat au lait.;Un petit singe du meilleur chocolat au lait.;3,15;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24638-600x600.jpg;Nee;Ja;;melk, soja;gluten, noten;0,093;75;45;120;6%;rietsuiker*, cacaoboter*, volleMELKpoeder, cacaomassa*, WEIpoeder, emulgator: SOJAlecithine - cacaobestanddelen: ten minste 36%;sucre de canne*, beurre de cacao*, poudre de LAIT entier, pâte de cacao, poudre de lactosérum (LAIT), émulsifiant: lécithine de SOJA;2372;36,8;22,2;13,1;1,1;50,7;49,7;;1;2,1;6,9;0,2;360;90;g;€/kg 35,00;5,40016E+12;12;0,00;2018-10-03;2019-02-12
